signup_month,last_active,close_month,reason_code,tenure_months,channel,region,age_band,promo,first_account_tier,last_account_tier,max_fee,total_revenue,churned
2023-08,2024-12,,,17,Outbound,South East,55-64,False,Silver,Silver,11,55,False
2023-08,2024-03,,Unknown,8,Referral,Midlands,55-64,False,Gold,Gold,18,144,True
2023-08,2024-12,,,17,Comparison Site,London,18-24,True,Gold,Silver,11,121,False
2023-08,2024-12,,,17,Online,Midlands,45-54,False,Platinum,Platinum,28,476,False
2023-08,2024-12,,,17,Online,North,55-64,True,Silver,Silver,11,121,False
2023-08,2023-10,,Unknown,3,Branch,South East,25-34,False,Classic,Classic,0,0,True
2023-08,2024-12,,,17,Online,Midlands,55-64,False,Classic,Classic,0,0,False
2023-08,2023-08,2023-09,Unknown,1,Comparison Site,London,35-44,True,Silver,Silver,0,0,True
2023-08,2024-12,,,17,Branch,South East,55-64,False,Gold,Gold,28,436,False
2023-08,2023-11,2023-12,Unknown,4,Broker/IFA,Midlands,35-44,True,Gold,Silver,0,0,True
2023-08,2024-12,,,17,Comparison Site,North,35-44,True,Silver,Silver,11,121,False
2023-08,2024-08,,Unknown,13,Referral,London,25-34,False,Classic,Classic,0,0,True
2023-08,2023-10,,Unknown,3,Comparison Site,North,55-64,True,Silver,Silver,0,0,True
2023-08,2023-10,,Unknown,3,Outbound,South East,55-64,False,Classic,Classic,0,0,True
2023-08,2024-07,,Unknown,12,Comparison Site,London,65+,False,Classic,Classic,0,0,True
2023-08,2024-12,,,17,Online,South East,18-24,True,Platinum,Platinum,28,308,False
2023-08,2023-11,2023-12,Unknown,4,Comparison Site,Midlands,45-54,False,Silver,Silver,11,44,True
2023-08,2024-12,,,17,Branch,London,18-24,False,Platinum,Gold,28,316,False
2023-08,2023-11,,Unknown,4,Online,Scotland,35-44,False,Silver,Silver,11,44,True
2023-08,2024-12,,,17,Outbound,Midlands,18-24,False,Silver,Gold,18,257,False
2023-08,2024-12,,,17,Branch,Scotland,45-54,False,Gold,Gold,18,306,False
2023-08,2024-12,,,17,Comparison Site,London,25-34,True,Silver,Gold,18,177,False
2023-08,2024-12,,,17,Online,Scotland,35-44,False,Silver,Silver,11,187,False
2023-08,2023-11,2023-12,Unknown,4,Outbound,Scotland,55-64,True,Classic,Classic,0,0,True
2023-08,2024-07,2024-08,Unknown,12,Online,London,35-44,True,Silver,Silver,11,66,True
2023-08,2024-12,,,17,Branch,South East,25-34,True,Gold,Silver,18,156,False
2023-08,2024-12,,,17,Referral,Scotland,25-34,False,Silver,Platinum,28,449,False
2023-08,2024-07,,Unknown,12,Comparison Site,Midlands,45-54,True,Platinum,Gold,18,108,True
2023-08,2024-02,,Unknown,7,Online,North,25-34,True,Platinum,Platinum,28,28,True
2023-08,2023-11,,Unknown,4,Comparison Site,South East,18-24,True,Silver,Silver,0,0,True
2023-08,2024-12,,,17,Comparison Site,Scotland,55-64,True,Silver,Silver,11,121,False
2023-08,2023-09,2023-10,Unknown,2,Comparison Site,London,35-44,False,Classic,Classic,0,0,True
2023-08,2024-12,,,17,Branch,South East,25-34,False,Silver,Gold,18,285,False
2023-08,2024-12,,,17,Online,North,35-44,False,Classic,Gold,18,87,False
2023-08,2024-09,2024-10,Unknown,14,Online,Scotland,45-54,False,Classic,Classic,0,0,True
2023-08,2024-12,,,17,Referral,Midlands,25-34,True,Platinum,Platinum,28,308,False
2023-08,2024-12,,,17,Online,London,45-54,False,Silver,Classic,11,33,False
2023-08,2024-01,,Unknown,6,Comparison Site,North,25-34,False,Gold,Platinum,28,128,True
2023-08,2024-12,,,17,Branch,North,55-64,True,Gold,Gold,18,198,False
2023-08,2023-09,2023-10,Unknown,2,Comparison Site,Midlands,55-64,False,Classic,Classic,0,0,True
2023-08,2024-12,,,17,Comparison Site,Midlands,35-44,True,Classic,Classic,11,22,False
2023-08,2023-08,2023-09,Unknown,1,Outbound,London,25-34,True,Classic,Classic,0,0,True
2023-08,2024-12,,,17,Referral,London,25-34,False,Silver,Silver,11,187,False
2023-08,2023-09,2023-10,Unknown,2,Comparison Site,Midlands,25-34,False,Silver,Silver,11,22,True
2023-08,2024-12,,,17,Branch,Scotland,55-64,False,Silver,Platinum,28,256,False
2023-08,2023-10,,Unknown,3,Online,North,25-34,False,Classic,Classic,0,0,True
2023-08,2024-12,,,17,Online,London,45-54,False,Silver,Gold,18,222,False
2023-08,2024-12,,,17,Comparison Site,London,55-64,True,Silver,Silver,11,121,False
2023-08,2024-12,,,17,Outbound,South East,25-34,True,Gold,Platinum,28,288,False
2023-08,2024-12,,,17,Online,South East,25-34,False,Classic,Silver,11,66,False
2023-08,2024-12,,,17,Comparison Site,London,25-34,True,Classic,Classic,0,0,False
2023-08,2024-12,,,17,Comparison Site,London,45-54,False,Classic,Classic,0,0,False
2023-08,2024-12,,,17,Referral,Midlands,35-44,False,Silver,Classic,11,66,False
2023-08,2024-02,2024-03,Unknown,7,Comparison Site,North,25-34,True,Classic,Classic,0,0,True
2023-08,2024-12,,,17,Comparison Site,Scotland,18-24,False,Silver,Silver,11,187,False
2023-08,2024-12,,,17,Referral,London,35-44,False,Gold,Platinum,28,346,False
2023-08,2024-12,,,17,Outbound,Midlands,55-64,True,Platinum,Gold,28,268,False
2023-08,2024-12,,,17,Referral,Midlands,35-44,False,Classic,Classic,0,0,False
2023-08,2023-10,2023-11,Unknown,3,Outbound,Wales & NI,25-34,False,Silver,Silver,11,33,True
2023-08,2024-07,2024-08,Unknown,12,Online,North,55-64,False,Silver,Classic,11,88,True
2023-08,2024-12,,,17,Online,London,18-24,False,Classic,Classic,0,0,False
2023-08,2024-04,,Unknown,9,Online,South East,18-24,False,Gold,Gold,18,162,True
2023-08,2023-09,2023-10,Unknown,2,Comparison Site,London,45-54,True,Classic,Classic,0,0,True
2023-08,2024-12,,,17,Outbound,South East,45-54,False,Classic,Classic,0,0,False
2023-08,2024-12,,,17,Online,London,45-54,False,Gold,Silver,18,278,False
2023-08,2024-05,,Unknown,10,Comparison Site,London,45-54,False,Silver,Silver,11,110,True
2023-08,2024-12,,,17,Comparison Site,Midlands,35-44,True,Platinum,Platinum,28,308,False
2023-08,2024-12,,,17,Online,London,25-34,True,Gold,Silver,18,149,False
2023-08,2024-12,,,17,Branch,Scotland,45-54,False,Classic,Silver,11,154,False
2023-08,2024-05,2024-06,Unknown,10,Comparison Site,Midlands,35-44,True,Classic,Classic,0,0,True
2023-08,2024-12,,,17,Referral,London,35-44,True,Platinum,Platinum,28,308,False
2023-08,2024-12,,,17,Branch,London,25-34,True,Silver,Gold,18,191,False
2023-08,2024-05,2024-06,Unknown,10,Comparison Site,South East,25-34,True,Classic,Classic,0,0,True
2023-08,2024-03,,Unknown,8,Comparison Site,London,18-24,False,Classic,Classic,0,0,True
2023-08,2024-12,,,17,Comparison Site,Midlands,35-44,True,Gold,Gold,18,198,False
2023-08,2023-09,2023-10,Unknown,2,Outbound,Midlands,25-34,True,Classic,Classic,0,0,True
2023-08,2024-12,,,17,Comparison Site,North,55-64,False,Silver,Silver,11,187,False
2023-08,2024-12,,,17,Outbound,London,25-34,False,Gold,Platinum,28,326,False
2023-08,2024-12,,,17,Outbound,North,45-54,False,Gold,Silver,18,292,False
2023-08,2024-02,,Unknown,7,Outbound,London,55-64,True,Silver,Silver,11,11,True
2023-08,2024-12,,,17,Comparison Site,London,55-64,True,Classic,Classic,0,0,False
2023-08,2024-12,,,17,Referral,North,55-64,False,Silver,Silver,11,187,False
2023-08,2024-12,,,17,Online,North,25-34,True,Gold,Platinum,28,308,False
2023-08,2023-09,,Unknown,2,Referral,North,35-44,False,Gold,Gold,18,36,True
2023-08,2024-12,,,17,Branch,London,35-44,False,Platinum,Gold,28,406,False
2023-08,2024-12,,,17,Referral,Scotland,35-44,True,Silver,Silver,11,55,False
2023-08,2024-12,,,17,Comparison Site,South East,25-34,True,Classic,Silver,11,121,False
2023-08,2023-11,2023-12,Unknown,4,Branch,South East,25-34,False,Gold,Platinum,28,102,True
2023-08,2024-01,,Unknown,6,Online,Midlands,45-54,False,Classic,Classic,0,0,True
2023-08,2023-08,2023-09,Unknown,1,Comparison Site,Midlands,25-34,True,Silver,Silver,0,0,True
2023-08,2024-11,,Unknown,16,Comparison Site,South East,35-44,False,Gold,Gold,18,288,True
2023-08,2024-12,,,17,Comparison Site,South East,45-54,False,Silver,Classic,11,143,False
2023-08,2024-07,2024-08,Unknown,12,Referral,Scotland,45-54,False,Silver,Gold,18,181,True
2023-08,2023-09,2023-10,Unknown,2,Comparison Site,South East,25-34,True,Gold,Gold,0,0,True
2023-08,2024-12,,,17,Online,North,25-34,True,Silver,Gold,18,198,False
2023-08,2024-12,,,17,Referral,South East,55-64,False,Silver,Gold,18,278,False
2023-08,2023-08,2023-09,Unknown,1,Comparison Site,Midlands,45-54,True,Classic,Classic,0,0,True
2023-08,2024-12,,,17,Broker/IFA,Scotland,18-24,True,Classic,Silver,11,121,False
2023-08,2023-09,2023-10,Unknown,2,Online,Wales & NI,45-54,True,Silver,Silver,0,0,True
2023-08,2024-12,,,17,Comparison Site,South East,25-34,False,Silver,Silver,11,187,False
2023-08,2023-12,2024-01,Unknown,5,Online,London,25-34,True,Classic,Silver,0,0,True
2023-08,2024-02,,Unknown,7,Online,London,18-24,True,Classic,Classic,0,0,True
2023-08,2023-09,2023-10,Unknown,2,Comparison Site,South East,55-64,True,Classic,Classic,0,0,True
2023-08,2024-12,,,17,Online,South East,18-24,True,Classic,Classic,0,0,False
2023-08,2024-12,,,17,Branch,South East,18-24,True,Silver,Gold,18,128,False
2023-08,2024-12,,,17,Comparison Site,South East,35-44,False,Silver,Classic,11,176,False
2023-08,2024-05,2024-06,Unknown,10,Referral,Midlands,65+,True,Silver,Silver,11,44,True
2023-08,2024-12,,,17,Referral,London,55-64,False,Gold,Silver,18,285,False
2023-08,2024-09,,Unknown,14,Referral,London,25-34,False,Gold,Platinum,28,332,True
2023-08,2024-12,,,17,Online,South East,35-44,False,Gold,Gold,18,306,False
2023-08,2024-12,,,17,Referral,South East,65+,False,Gold,Gold,18,306,False
2023-08,2024-02,,Unknown,7,Comparison Site,London,65+,True,Gold,Gold,18,18,True
2023-08,2024-12,,,17,Online,Midlands,35-44,False,Platinum,Platinum,28,436,False
2023-08,2024-12,,,17,Branch,North,35-44,False,Classic,Classic,0,0,False
2023-08,2024-12,,,17,Comparison Site,North,25-34,True,Classic,Classic,0,0,False
2023-08,2024-12,,,17,Branch,South East,25-34,False,Gold,Gold,18,306,False
2023-08,2024-01,,Unknown,6,Comparison Site,London,45-54,True,Classic,Classic,0,0,True
2023-08,2024-10,2024-11,Unknown,15,Branch,Midlands,25-34,False,Classic,Classic,0,0,True
2023-08,2024-12,,,17,Online,London,45-54,False,Gold,Gold,18,306,False
2023-08,2023-12,,Unknown,5,Comparison Site,London,65+,True,Classic,Classic,0,0,True
2023-08,2024-12,,,17,Referral,London,35-44,False,Gold,Platinum,28,386,False
2023-08,2024-12,,,17,Broker/IFA,London,45-54,False,Platinum,Platinum,28,416,False
2023-08,2024-12,,,17,Online,South East,45-54,False,Silver,Silver,11,187,False
2023-08,2024-12,,,17,Branch,London,25-34,False,Silver,Silver,11,165,False
2023-08,2024-12,,,17,Outbound,South East,35-44,True,Silver,Silver,11,121,False
2023-08,2024-12,,,17,Referral,Wales & NI,25-34,False,Gold,Gold,28,376,False
2023-08,2024-12,,,17,Outbound,Scotland,55-64,False,Classic,Classic,0,0,False
2023-08,2024-12,,,17,Comparison Site,Midlands,35-44,True,Silver,Silver,11,121,False
2023-08,2024-12,,,17,Comparison Site,Midlands,25-34,False,Classic,Platinum,28,281,False
2023-08,2024-03,2024-04,Unknown,8,Outbound,Wales & NI,45-54,False,Silver,Classic,11,33,True
2023-08,2024-12,,,17,Outbound,Wales & NI,65+,False,Silver,Silver,11,187,False
2023-08,2024-02,2024-03,Unknown,7,Online,Midlands,25-34,True,Silver,Silver,11,11,True
2023-08,2024-12,,,17,Branch,Midlands,45-54,False,Platinum,Silver,28,296,False
2023-08,2024-12,,,17,Comparison Site,Midlands,25-34,True,Silver,Gold,18,198,False
2023-08,2024-12,,,17,Comparison Site,London,18-24,True,Silver,Silver,11,121,False
2023-08,2024-12,,,17,Broker/IFA,North,45-54,False,Platinum,Platinum,28,466,False
2023-08,2024-12,,,17,Comparison Site,Scotland,35-44,False,Gold,Gold,18,306,False
2023-08,2024-12,,,17,Comparison Site,North,55-64,False,Silver,Gold,18,243,False
2023-08,2024-12,,,17,Online,Midlands,45-54,False,Gold,Gold,18,306,False
2023-08,2024-12,,,17,Online,London,25-34,False,Silver,Classic,11,132,False
2023-08,2024-12,,,17,Comparison Site,Scotland,18-24,True,Silver,Gold,18,198,False
2023-08,2023-12,2024-01,Unknown,5,Comparison Site,North,25-34,False,Classic,Classic,0,0,True
2023-08,2023-11,,Unknown,4,Comparison Site,Scotland,25-34,True,Silver,Silver,0,0,True
2023-08,2024-12,,,17,Comparison Site,North,18-24,False,Classic,Classic,0,0,False
2023-08,2024-08,,Unknown,13,Comparison Site,London,65+,False,Silver,Classic,11,55,True
2023-08,2024-11,2024-12,Unknown,16,Outbound,London,25-34,False,Silver,Gold,18,246,True
2023-08,2023-08,2023-09,Unknown,1,Comparison Site,North,55-64,False,Classic,Classic,0,0,True
2023-08,2023-09,,Unknown,2,Comparison Site,London,25-34,True,Silver,Silver,0,0,True
2023-08,2024-12,,,17,Comparison Site,London,18-24,True,Silver,Classic,0,0,False
2023-08,2023-10,2023-11,Unknown,3,Outbound,London,35-44,False,Classic,Classic,0,0,True
2023-08,2024-12,,,17,Broker/IFA,Scotland,55-64,True,Platinum,Platinum,28,308,False
2023-08,2024-12,,,17,Outbound,London,25-34,True,Gold,Silver,11,121,False
2023-08,2024-12,2025-01,Unknown,17,Comparison Site,London,25-34,True,Classic,Classic,0,0,True
2023-08,2024-12,,,17,Online,London,55-64,False,Silver,Silver,11,187,False
2023-08,2024-12,,,17,Broker/IFA,North,55-64,False,Gold,Platinum,28,346,False
2023-08,2024-12,,,17,Outbound,South East,65+,False,Silver,Silver,18,215,False
2023-08,2023-12,2024-01,Unknown,5,Comparison Site,Wales & NI,18-24,False,Classic,Classic,0,0,True
2023-08,2024-12,,,17,Comparison Site,Wales & NI,55-64,True,Silver,Silver,18,170,False
2023-08,2024-12,,,17,Branch,London,55-64,False,Gold,Gold,18,306,False
2023-08,2024-01,2024-02,Unknown,6,Referral,London,35-44,False,Platinum,Platinum,28,148,True
2023-08,2023-09,2023-10,Unknown,2,Outbound,North,35-44,True,Classic,Classic,0,0,True
2023-08,2024-05,,Unknown,10,Comparison Site,South East,55-64,False,Silver,Silver,11,110,True
2023-08,2024-12,,,17,Referral,Wales & NI,55-64,True,Silver,Gold,18,198,False
2023-08,2023-10,,Unknown,3,Outbound,London,35-44,True,Classic,Classic,0,0,True
2023-08,2024-12,,,17,Branch,North,45-54,False,Gold,Gold,28,356,False
2023-08,2024-12,,,17,Broker/IFA,North,25-34,False,Gold,Platinum,28,466,False
2023-08,2024-08,,Unknown,13,Comparison Site,Wales & NI,45-54,True,Silver,Silver,11,77,True
2023-08,2024-12,,,17,Online,Wales & NI,25-34,False,Silver,Silver,11,187,False
2023-08,2023-09,,Unknown,2,Branch,North,45-54,False,Silver,Silver,11,22,True
2023-08,2024-12,,,17,Online,South East,18-24,True,Silver,Gold,18,128,False
2023-08,2024-12,,,17,Outbound,North,65+,False,Silver,Silver,11,187,False
2023-08,2024-12,,,17,Broker/IFA,Midlands,55-64,False,Gold,Gold,18,306,False
2023-08,2024-02,2024-03,Unknown,7,Comparison Site,Midlands,35-44,True,Classic,Silver,11,11,True
2023-08,2024-12,,,17,Comparison Site,South East,25-34,False,Gold,Gold,18,306,False
2023-08,2024-02,2024-03,Unknown,7,Comparison Site,South East,25-34,True,Classic,Classic,0,0,True
2023-08,2024-12,,,17,Online,Midlands,25-34,False,Silver,Silver,11,187,False
2023-08,2024-08,2024-09,Unknown,13,Branch,North,25-34,False,Classic,Classic,0,0,True
2023-08,2023-11,2023-12,Unknown,4,Online,North,65+,False,Gold,Gold,18,72,True
2023-08,2024-12,,,17,Branch,London,35-44,False,Silver,Classic,11,11,False
2023-08,2024-02,2024-03,Unknown,7,Comparison Site,Scotland,55-64,False,Silver,Silver,11,77,True
2023-08,2023-11,2023-12,Unknown,4,Comparison Site,Scotland,55-64,True,Classic,Classic,0,0,True
2023-08,2023-08,2023-09,Unknown,1,Outbound,North,25-34,False,Silver,Silver,11,11,True
2023-08,2024-03,2024-04,Unknown,8,Branch,Midlands,45-54,False,Gold,Gold,18,144,True
2023-08,2023-11,2023-12,Unknown,4,Online,London,35-44,False,Classic,Silver,11,22,True
2023-08,2024-12,,,17,Comparison Site,South East,45-54,False,Classic,Silver,11,176,False
2023-08,2023-08,2023-09,Unknown,1,Online,London,45-54,False,Silver,Silver,11,11,True
2023-08,2024-05,,Unknown,10,Branch,North,45-54,False,Silver,Gold,18,152,True
2023-08,2024-12,,,17,Broker/IFA,Scotland,35-44,False,Gold,Gold,18,306,False
2023-08,2024-12,,,17,Comparison Site,North,25-34,True,Silver,Silver,18,135,False
2023-08,2023-09,2023-10,Unknown,2,Comparison Site,London,25-34,True,Classic,Classic,0,0,True
2023-08,2023-11,,Unknown,4,Comparison Site,Midlands,18-24,True,Silver,Silver,0,0,True
2023-08,2023-11,2023-12,Unknown,4,Branch,Scotland,35-44,False,Classic,Classic,0,0,True
2023-08,2024-12,,,17,Online,Scotland,55-64,False,Silver,Gold,18,299,False
2023-08,2024-08,2024-09,Unknown,13,Online,London,45-54,False,Classic,Classic,0,0,True
2023-08,2024-03,2024-04,Unknown,8,Online,London,45-54,False,Gold,Gold,18,144,True
2023-08,2024-12,,,17,Branch,South East,25-34,True,Gold,Gold,18,112,False
2023-08,2024-12,,,17,Broker/IFA,Midlands,35-44,False,Platinum,Platinum,28,476,False
2023-08,2024-12,,,17,Comparison Site,North,25-34,True,Classic,Classic,0,0,False
2023-08,2024-12,,,17,Online,London,25-34,True,Silver,Silver,11,121,False
2023-08,2024-12,,,17,Branch,London,25-34,False,Classic,Silver,11,11,False
2023-08,2024-07,2024-08,Unknown,12,Comparison Site,South East,35-44,False,Classic,Classic,0,0,True
2023-08,2024-12,,,17,Online,Midlands,35-44,True,Platinum,Gold,28,268,False
2023-08,2024-12,,,17,Broker/IFA,Midlands,35-44,True,Silver,Gold,18,198,False
2023-08,2024-12,,,17,Referral,South East,55-64,False,Silver,Gold,18,264,False
2023-08,2024-12,,,17,Referral,Midlands,65+,True,Platinum,Platinum,28,308,False
2023-08,2024-12,2025-01,Unknown,17,Outbound,London,35-44,True,Silver,Classic,11,66,True
2023-08,2024-12,,,17,Referral,North,55-64,False,Gold,Gold,18,299,False
2023-08,2024-08,2024-09,Unknown,13,Online,Midlands,25-34,True,Classic,Classic,0,0,True
2023-08,2024-01,2024-02,Unknown,6,Comparison Site,South East,35-44,True,Classic,Classic,0,0,True
2023-08,2024-12,,,17,Comparison Site,South East,35-44,True,Classic,Gold,18,177,False
2023-08,2024-12,,,17,Branch,South East,45-54,False,Silver,Silver,11,187,False
2023-08,2023-11,2023-12,Unknown,4,Online,South East,45-54,False,Silver,Classic,11,22,True
2023-08,2024-12,,,17,Online,South East,25-34,False,Platinum,Platinum,28,476,False
2023-08,2024-12,,,17,Online,Midlands,25-34,True,Silver,Silver,11,121,False
2023-08,2023-09,2023-10,Unknown,2,Branch,South East,55-64,False,Silver,Silver,11,22,True
2023-08,2024-01,2024-02,Unknown,6,Comparison Site,North,45-54,False,Classic,Classic,0,0,True
2023-08,2024-12,,,17,Comparison Site,South East,45-54,False,Gold,Platinum,28,316,False
2023-08,2024-12,,,17,Referral,London,45-54,False,Classic,Classic,0,0,False
2023-08,2024-12,,,17,Comparison Site,Midlands,25-34,True,Classic,Classic,0,0,False
2023-08,2024-12,,,17,Outbound,North,35-44,False,Silver,Silver,11,187,False
2023-08,2024-12,,,17,Online,Midlands,25-34,True,Platinum,Platinum,28,308,False
2023-08,2024-12,,,17,Referral,South East,55-64,False,Silver,Gold,18,194,False
2023-08,2024-12,,,17,Broker/IFA,North,25-34,True,Gold,Gold,18,198,False
2023-08,2024-12,,,17,Referral,North,35-44,False,Gold,Gold,18,306,False
2023-08,2024-12,,,17,Broker/IFA,London,35-44,True,Gold,Gold,18,198,False
2023-08,2024-12,,,17,Comparison Site,North,25-34,True,Classic,Classic,0,0,False
2023-08,2024-12,,,17,Online,London,25-34,True,Silver,Gold,18,198,False
2023-08,2023-10,2023-11,Unknown,3,Referral,London,25-34,False,Silver,Silver,11,33,True
2023-08,2023-10,2023-11,Unknown,3,Online,London,25-34,True,Classic,Classic,0,0,True
2023-08,2024-12,,,17,Online,Midlands,18-24,False,Gold,Silver,18,250,False
2023-08,2023-08,,Unknown,1,Comparison Site,London,35-44,True,Classic,Classic,0,0,True
2023-08,2023-08,2023-09,Unknown,1,Branch,North,45-54,False,Silver,Silver,11,11,True
2023-08,2024-12,,,17,Comparison Site,Midlands,18-24,True,Silver,Gold,18,198,False
2023-08,2024-12,,,17,Referral,London,45-54,False,Classic,Gold,28,166,False
2023-08,2024-07,,Unknown,12,Broker/IFA,Midlands,55-64,False,Silver,Silver,11,132,True
2023-08,2024-02,2024-03,Unknown,7,Branch,Wales & NI,45-54,False,Gold,Gold,18,126,True
2023-08,2024-12,,,17,Online,North,35-44,True,Silver,Silver,11,121,False
2023-08,2024-12,,,17,Branch,London,35-44,False,Silver,Silver,11,187,False
2023-08,2023-08,,Unknown,1,Comparison Site,Scotland,55-64,False,Classic,Classic,0,0,True
2023-08,2024-08,2024-09,Unknown,13,Online,Wales & NI,25-34,False,Classic,Silver,11,22,True
2023-08,2024-02,2024-03,Unknown,7,Comparison Site,Wales & NI,35-44,True,Silver,Silver,11,11,True
2023-08,2024-12,,,17,Online,Wales & NI,55-64,False,Silver,Silver,11,187,False
2023-08,2024-12,,,17,Branch,London,25-34,False,Gold,Platinum,28,336,False
2023-08,2024-08,,Unknown,13,Online,Midlands,18-24,False,Silver,Classic,11,121,True
2023-08,2024-11,,Unknown,16,Outbound,Midlands,35-44,True,Silver,Classic,11,55,True
2023-08,2023-12,2024-01,Unknown,5,Branch,South East,45-54,True,Silver,Silver,0,0,True
2023-08,2024-04,,Unknown,9,Comparison Site,North,25-34,True,Gold,Silver,11,33,True
2023-08,2024-08,,Unknown,13,Online,London,25-34,False,Silver,Silver,11,143,True
2023-08,2024-09,,Unknown,14,Comparison Site,London,25-34,False,Silver,Silver,11,154,True
2023-08,2023-09,2023-10,Unknown,2,Comparison Site,South East,18-24,True,Classic,Classic,0,0,True
2023-08,2024-12,,,17,Outbound,London,55-64,True,Gold,Gold,18,198,False
2023-08,2024-12,,,17,Branch,Scotland,35-44,False,Silver,Gold,18,243,False
2023-08,2024-12,,,17,Outbound,Midlands,35-44,False,Silver,Silver,11,187,False
2023-08,2023-08,2023-09,Unknown,1,Online,London,45-54,True,Gold,Gold,0,0,True
2023-08,2023-08,2023-09,Unknown,1,Comparison Site,London,55-64,True,Classic,Classic,0,0,True
2023-08,2024-11,2024-12,Unknown,16,Branch,South East,35-44,False,Gold,Gold,18,267,True
2023-08,2024-12,,,17,Outbound,Midlands,35-44,False,Silver,Silver,18,194,False
2023-08,2024-12,,,17,Comparison Site,South East,35-44,False,Gold,Gold,18,292,False
2023-09,2024-08,2024-09,Unknown,12,Branch,North,65+,False,Silver,Classic,11,66,True
2023-09,2024-12,,,16,Referral,South East,25-34,True,Silver,Gold,18,116,False
2023-09,2024-12,,,16,Online,Midlands,18-24,False,Classic,Classic,0,0,False
2023-09,2024-12,,,16,Online,Midlands,45-54,False,Platinum,Gold,28,348,False
2023-09,2024-12,,,16,Comparison Site,London,25-34,False,Classic,Silver,11,165,False
2023-09,2024-12,,,16,Broker/IFA,North,55-64,False,Silver,Platinum,28,354,False
2023-09,2024-05,,Unknown,9,Comparison Site,Midlands,55-64,True,Silver,Silver,11,33,True
2023-09,2024-03,,Unknown,7,Branch,South East,25-34,False,Silver,Classic,11,33,True
2023-09,2024-05,2024-06,Unknown,9,Comparison Site,North,25-34,True,Silver,Classic,0,0,True
2023-09,2024-12,,,16,Outbound,London,25-34,False,Gold,Gold,18,288,False
2023-09,2024-12,,,16,Online,London,35-44,False,Gold,Platinum,28,348,False
2023-09,2023-09,,Unknown,1,Comparison Site,London,25-34,False,Silver,Silver,11,11,True
2023-09,2024-06,,Unknown,10,Comparison Site,Wales & NI,45-54,False,Classic,Silver,11,66,True
2023-09,2024-02,2024-03,Unknown,6,Comparison Site,Midlands,35-44,True,Classic,Classic,0,0,True
2023-09,2024-03,2024-04,Unknown,7,Branch,London,65+,False,Silver,Silver,11,77,True
2023-09,2024-12,,,16,Referral,South East,35-44,False,Gold,Platinum,28,328,False
2023-09,2023-09,,Unknown,1,Online,South East,18-24,True,Classic,Classic,0,0,True
2023-09,2024-08,2024-09,Unknown,12,Referral,London,55-64,False,Silver,Silver,11,132,True
2023-09,2024-12,,,16,Referral,Midlands,25-34,True,Silver,Gold,18,152,False
2023-09,2024-12,,,16,Comparison Site,South East,35-44,False,Classic,Classic,11,121,False
2023-09,2024-12,,,16,Branch,North,55-64,False,Silver,Classic,18,117,False
2023-09,2024-12,,,16,Comparison Site,London,35-44,True,Classic,Classic,0,0,False
2023-09,2024-12,,,16,Referral,London,65+,False,Silver,Silver,11,176,False
2023-09,2024-12,,,16,Outbound,Scotland,25-34,False,Gold,Platinum,28,298,False
2023-09,2023-11,,Unknown,3,Comparison Site,North,45-54,False,Classic,Classic,0,0,True
2023-09,2023-09,2023-10,Unknown,1,Comparison Site,Wales & NI,45-54,True,Classic,Classic,0,0,True
2023-09,2024-03,2024-04,Unknown,7,Comparison Site,London,25-34,True,Classic,Classic,0,0,True
2023-09,2023-09,,Unknown,1,Broker/IFA,South East,45-54,False,Classic,Classic,0,0,True
2023-09,2024-12,,,16,Comparison Site,Scotland,25-34,False,Classic,Classic,0,0,False
2023-09,2024-12,,,16,Broker/IFA,Wales & NI,18-24,False,Platinum,Gold,28,358,False
2023-09,2024-03,,Unknown,7,Comparison Site,Wales & NI,35-44,True,Classic,Classic,0,0,True
2023-09,2024-11,,Unknown,15,Comparison Site,North,45-54,True,Silver,Silver,11,99,True
2023-09,2024-06,2024-07,Unknown,10,Comparison Site,South East,65+,True,Classic,Classic,0,0,True
2023-09,2024-05,,Unknown,9,Online,South East,45-54,False,Silver,Silver,11,99,True
2023-09,2023-09,,Unknown,1,Comparison Site,London,25-34,False,Classic,Classic,0,0,True
2023-09,2023-10,2023-11,Unknown,2,Comparison Site,North,35-44,True,Gold,Gold,0,0,True
2023-09,2024-12,,,16,Outbound,London,45-54,True,Silver,Gold,18,180,False
2023-09,2024-05,2024-06,Unknown,9,Referral,Scotland,25-34,False,Silver,Silver,11,99,True
2023-09,2024-12,,,16,Online,North,18-24,False,Silver,Silver,11,132,False
2023-09,2024-12,,,16,Online,North,25-34,False,Classic,Silver,11,77,False
2023-09,2024-12,,,16,Online,North,55-64,False,Classic,Gold,18,134,False
2023-09,2024-12,,,16,Referral,Midlands,18-24,False,Silver,Silver,11,176,False
2023-09,2024-12,,,16,Broker/IFA,North,25-34,True,Platinum,Gold,18,180,False
2023-09,2024-12,,,16,Referral,South East,45-54,False,Silver,Silver,11,176,False
2023-09,2024-12,,,16,Online,London,25-34,False,Classic,Classic,0,0,False
2023-09,2024-12,,,16,Comparison Site,North,35-44,True,Silver,Silver,11,110,False
2023-09,2024-03,,Unknown,7,Comparison Site,Scotland,18-24,True,Silver,Silver,11,11,True
2023-09,2024-12,,,16,Branch,South East,25-34,False,Gold,Platinum,28,388,False
